---,Handle,Name,Class,Icon,bIsVisibleInWidget,Description,StaticMesh,DestructibleClass,MaxDurability,CanBeDamaged,UseMeshSockets,CorrectMeshTransform,BuildingRequirements,DestructRequirements,UpgradeObject,UpgradeRequirements,RepairRequirements
Stylized_Wooden_WindowFrame,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_WindowFrame"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""CC8D111E4AA6716A6B4C56BCA4D0BE80"", ""Wooden Window Frame"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_WindowFrame.BP_EBS_Building_WindowFrame_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Windowframe.T_Icon_Stylized_Wood_Windowframe',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""C6CA261240721719AD8A7EAC35AFAA66"", ""A wall with a hole for a window."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Windowframe.SM_Stylized_Wood_Windowframe',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_WindowFrame.BP_EBS_Chaos_Stylized_Wood_WindowFrame_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_WindowFrame"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Fence,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Fence"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""CAD9CE274A6D3870F9474D8FB7BC6EAA"", ""Wooden Fence"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Fence.BP_EBS_Building_Fence_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Fence.T_Icon_Stylized_Wood_Fence',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""83116F8A4C8D15DC02C441ADC3C12F27"", ""A fence. A low but strong one."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Fence.SM_Stylized_Wood_Fence',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Fence.BP_EBS_Chaos_Stylized_Wood_Fence_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Fence"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Stairs,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Stairs"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""133067B04C4DF52BE52EE881D1886C2C"", ""Wooden Stairs"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Stairs.BP_EBS_Building_Stairs_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Stairs.T_Icon_Stylized_Wood_Stairs',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""5FAC035541818F4E3CBA0A93F20A828E"", ""Stairs for traveling up or down levels."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Stairs.SM_Stylized_Wood_Stairs',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Stairs.BP_EBS_Chaos_Stylized_Wood_Stairs_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Stairs"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Ceiling,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Ceiling"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""1CE7893145A39DA54A16EA9C334EC115"", ""Wooden Ceiling"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Ceiling.BP_EBS_Building_Ceiling_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Ceiling.T_Icon_Stylized_Wood_Ceiling',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""EE3A86944926CDD7F350DDAFA2E8D4D7"", ""A stable ceiling that insulates the inside from the outside, and doubles as a floor for higher levels."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Ceiling.SM_Stylized_Wood_Ceiling',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Ceiling.BP_EBS_Chaos_Stylized_Wood_Ceiling_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Ceiling"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Ceiling_Triangle,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Ceiling_Triangle"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""42A5976D49A25FB5728F458984A615E8"", ""Wooden Triangle Ceiling"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Ceiling_Triangle.BP_EBS_Building_Ceiling_Triangle_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Tri_Ceiling.T_Icon_Stylized_Wood_Tri_Ceiling',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""B20C56CB4FABFBBB900408BAAAD74141"", ""A stable triangle ceiling that insulates the inside from the outside, and doubles as a floor for higher levels."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Triangle_Ceiling.SM_Stylized_Wood_Triangle_Ceiling',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Ceiling_Triangle.BP_EBS_Chaos_Stylized_Wood_Ceiling_Triangle_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Ceiling_Triangle"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_RoofWall_Left,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_RoofWall_Left"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""7162B5064AB5BCC670867A8408AE69B6"", ""Wooden Left Roof Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_RoofWall_Left.BP_EBS_Building_RoofWall_Left_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Tri_Left_Wall.T_Icon_Stylized_Wood_Tri_Left_Wall',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""81DE688B4573EA58025767A00302F75A"", ""A sturdy sloped wall that insulates the inside from the outside, separates rooms, and provides structural integrity. Used in conjunction with the roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Sloped_Wall_Left.SM_Stylized_Wood_Sloped_Wall_Left',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_RoofWall_Left.BP_EBS_Chaos_Stylized_Wood_RoofWall_Left_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_RoofWall_Left"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_RoofWall_Right,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_RoofWall_Right"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""3DD303CC4FEE195427BA99B48347508F"", ""Wooden Right Roof Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_RoofWall_Right.BP_EBS_Building_RoofWall_Right_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Tri_Right_Wall.T_Icon_Stylized_Wood_Tri_Right_Wall',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""E1DE02304ADEAB8C13ED3393CCE16910"", ""A sturdy sloped wall that insulates the inside from the outside, separates rooms, and provides structural integrity. Used in conjunction with the roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Sloped_Wall_Right.SM_Stylized_Wood_Sloped_Wall_Right',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_RoofWall_Right.BP_EBS_Chaos_Stylized_Wood_RoofWall_Right_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_RoofWall_Right"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_RoofWall_Top,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_RoofWall_Top"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""9253D1D24EFAC773EB7A5F9D52D1A920"", ""Wooden Top Roof Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_RoofWall_Top.BP_EBS_Building_RoofWall_Top_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Tri_Wall.T_Icon_Stylized_Wood_Tri_Wall',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""E5F4B3DA4A92E02A4D4C7F8A3D9D3E6C"", ""A sturdy top triangle wall that insulates the inside from the outside, separates rooms, and provides structural integrity. Used in conjunction with the roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Triangle_Wall.SM_Stylized_Wood_Triangle_Wall',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_RoofWall_Top.BP_EBS_Chaos_Stylized_Wood_RoofWall_Top_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_RoofWall_Top"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Roof,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Roof"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""FBA6CC724ACE1497BD466D94FB80A34C"", ""Wooden Roof"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Roof.BP_EBS_Building_Roof_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Roof.T_Icon_Stylized_Wood_Roof',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""6D1B56134C148A4D2D02F09065755A9A"", ""An inclined long roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Roof.SM_Stylized_Wood_Roof',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Roof.BP_EBS_Chaos_Stylized_Wood_Roof_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Roof"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Roof_Top,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Roof_Top"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""06C4EECE49C20F6D88C97EBBC2E8505F"", ""Wooden Top Roof"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Roof_Top.BP_EBS_Building_Roof_Top_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Half_Roof.T_Icon_Stylized_Wood_Half_Roof',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""274543A043BD81822892398F0123EA5C"", ""An inclined short roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Half_Roof.SM_Stylized_Wood_Half_Roof',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Roof_Top.BP_EBS_Chaos_Stylized_Wood_Roof_Top_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Roof_Top"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
Stylized_Wooden_Window,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Wooden_Window"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""59D3E9DF4DDD0148FD89C5BDA885CD19"", ""Wooden Window"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Placeable/BP_EBS_Building_Window.BP_EBS_Building_Window_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Wood/T_Icon_Stylized_Wood_Window.T_Icon_Stylized_Wood_Window',TRUE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""959148E94E927323FD522D9849ABFB8D"", ""Simple window bars."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Wood/SM_Stylized_Wood_Window.SM_Stylized_Wood_Window',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Wood_Window.BP_EBS_Chaos_Stylized_Wood_Window_C',10000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Wood"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Window"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Wood"")"
